Date,Tmax_C,Tmin_C,Rainfall_mm,Division
19820530,32.14,24.65,24.72,Sylhet
19820531,32.91,24.88,36.92,Sylhet
19820601,33.41,24.64,2.12,Sylhet
19820602,33.7,25.68,0.0,Sylhet
19820603,33.91,25.62,4.69,Sylhet
19820604,33.59,26.0,13.84,Sylhet
19820605,33.07,25.0,0.05,Sylhet
19820606,33.68,24.7,1.87,Sylhet
19820607,33.58,24.66,0.18,Sylhet
19820608,32.92,25.25,18.61,Sylhet
19820609,31.38,24.44,40.86,Sylhet
19820610,29.66,24.3,28.54,Sylhet
19820611,28.58,24.21,12.12,Sylhet
19820612,28.28,25.14,19.4,Sylhet
19820613,29.69,23.96,11.05,Sylhet
19820614,30.72,24.74,33.94,Sylhet
19820615,29.57,23.88,10.77,Sylhet
19820616,30.29,24.54,5.76,Sylhet
19820617,28.96,25.02,9.86,Sylhet
19820618,31.11,24.4,26.73,Sylhet
19820619,31.75,24.91,15.38,Sylhet
19820620,29.22,25.23,123.16,Sylhet
19820621,30.72,23.63,19.5,Sylhet
19820622,31.06,24.41,11.26,Sylhet
19820623,32.15,23.9,1.72,Sylhet
19820624,30.22,24.88,6.32,Sylhet
19820625,28.97,24.98,17.41,Sylhet
19820626,31.58,24.42,12.95,Sylhet
19820627,30.86,24.78,5.65,Sylhet
19820628,30.29,24.37,2.53,Sylhet
19820629,30.88,23.52,4.6,Sylhet
19820630,32.03,23.74,5.28,Sylhet
19820701,32.34,23.76,2.01,Sylhet
19820702,32.01,25.25,0.13,Sylhet
19820703,30.8,25.46,10.63,Sylhet
19820704,32.22,24.56,23.61,Sylhet
19820705,31.53,24.7,10.76,Sylhet
19820706,30.51,24.05,25.23,Sylhet
19820707,31.59,23.81,18.79,Sylhet
19820708,31.9,24.56,18.54,Sylhet
19820709,32.06,24.96,3.24,Sylhet
19820710,31.5,24.81,3.61,Sylhet
19820711,29.88,25.03,8.63,Sylhet
19820712,31.05,24.34,12.86,Sylhet
19820713,30.68,24.7,8.76,Sylhet
19820714,31.27,24.81,34.35,Sylhet
19820715,31.98,24.57,3.78,Sylhet
19820716,32.85,25.52,5.14,Sylhet
19820717,31.22,26.09,1.81,Sylhet
19820718,32.69,25.51,0.01,Sylhet
19820719,31.24,26.07,8.95,Sylhet
19820720,31.39,25.63,11.95,Sylhet
19820721,29.49,24.5,5.21,Sylhet
19820722,30.1,24.81,2.54,Sylhet
19820723,31.62,24.32,12.82,Sylhet
19820724,30.94,24.5,19.74,Sylhet
19820725,31.0,24.23,15.13,Sylhet
19820726,31.21,25.41,38.64,Sylhet
19820727,31.76,25.76,17.29,Sylhet
19820728,31.57,25.1,25.4,Sylhet
19820729,31.09,25.38,4.53,Sylhet
19820730,28.55,25.24,6.74,Sylhet
19820731,29.69,25.21,9.45,Sylhet
19820801,32.84,24.03,15.38,Sylhet
19820802,28.0,24.8,23.58,Sylhet
19820803,27.92,24.46,53.01,Sylhet
19820804,30.34,24.41,46.32,Sylhet
19820805,31.23,24.36,16.06,Sylhet
19820806,29.3,25.42,5.0,Sylhet
19820807,30.57,25.31,4.93,Sylhet
19820808,30.26,25.56,12.26,Sylhet
19820809,31.0,24.67,6.59,Sylhet
19820810,32.17,24.56,11.89,Sylhet
19820811,33.11,26.33,0.51,Sylhet
19820812,31.73,26.25,3.02,Sylhet
19820813,31.65,25.51,26.57,Sylhet
19820814,30.63,25.49,1.35,Sylhet
19820815,31.93,24.8,0.08,Sylhet
19820816,32.18,25.39,0.01,Sylhet
19820817,30.11,26.31,0.0,Sylhet
19820818,32.38,26.13,0.17,Sylhet
19820819,30.04,25.53,2.0,Sylhet
19820820,31.09,24.83,1.82,Sylhet
19820821,32.07,25.53,0.27,Sylhet
19820822,31.92,25.58,12.01,Sylhet
19820823,28.89,25.2,41.81,Sylhet
19820824,30.63,24.41,13.58,Sylhet
19820825,31.06,25.3,3.44,Sylhet
19820826,30.23,24.85,29.84,Sylhet
19820827,32.22,24.54,3.27,Sylhet
19820828,31.82,24.79,0.92,Sylhet
19820829,30.97,24.34,0.31,Sylhet
19820830,30.28,24.44,46.59,Sylhet
19820831,30.9,24.3,2.57,Sylhet
19820901,30.53,23.57,0.33,Sylhet
19820902,31.69,23.83,0.04,Sylhet
19820903,29.88,25.22,0.51,Sylhet
19820904,30.97,25.16,25.42,Sylhet
19820905,31.44,24.77,33.49,Sylhet
19820906,33.52,25.84,8.15,Sylhet
19820907,33.18,25.87,1.77,Sylhet
19820908,35.24,26.51,0.32,Sylhet
19820909,33.34,26.29,0.0,Sylhet
19820910,30.22,22.28,9.56,Sylhet
19820911,29.86,24.11,8.22,Sylhet
19820912,30.83,23.97,15.98,Sylhet
19820913,30.11,24.22,8.44,Sylhet
19820914,30.28,23.97,6.74,Sylhet
19820915,29.02,24.07,11.74,Sylhet
19820916,30.31,24.45,10.11,Sylhet
19820917,30.27,23.33,14.27,Sylhet
19820918,30.22,23.41,0.92,Sylhet
19820919,30.19,23.47,1.76,Sylhet
19820920,29.39,23.11,16.11,Sylhet
19820921,29.78,22.94,16.97,Sylhet
